Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
2002-03,2003-05-11T00:00:00Z,Bolton,Middlesbrough,2,1,H,2,0,H,R Styles,13,6,6,3,6,5,18,18,3,2,0,1
2002-03,2003-05-11T00:00:00Z,Charlton,Fulham,0,1,A,0,1,A,D Gallagher,10,17,4,7,2,4,13,14,2,3,1,0
2002-03,2003-05-11T00:00:00Z,Chelsea,Liverpool,2,1,H,2,1,H,A Wiley,13,5,6,3,4,3,17,13,3,1,0,1
2002-03,2003-05-11T00:00:00Z,Everton,Man United,1,2,A,1,1,D,M Riley,8,17,4,12,6,6,16,15,5,3,0,0
2002-03,2003-05-11T00:00:00Z,Leeds,Aston Villa,3,1,H,1,1,D,M Halsey,11,18,5,6,1,8,18,14,0,1,0,0
2002-03,2003-05-11T00:00:00Z,Man City,Southampton,0,1,A,0,1,A,M Dean,17,6,7,3,10,4,14,14,3,4,0,0
2002-03,2003-05-11T00:00:00Z,Sunderland,Arsenal,0,4,A,0,2,A,P Durkin,7,20,3,13,6,10,16,12,1,0,0,0
2002-03,2003-05-11T00:00:00Z,Tottenham,Blackburn,0,4,A,0,2,A,A D'Urso,11,13,7,9,6,3,9,12,1,1,1,0
2002-03,2003-05-11T00:00:00Z,West Brom,Newcastle,2,2,D,0,1,A,G Barber,8,14,3,9,2,8,9,8,0,0,0,0
2003-04,2003-08-16T00:00:00Z,Arsenal,Everton,2,1,H,1,0,H,M Halsey,11,13,5,7,6,9,8,15,1,3,1,1
2003-04,2003-08-16T00:00:00Z,Birmingham,Tottenham,1,0,H,1,0,H,R Styles,10,15,5,7,1,4,20,27,3,5,0,0
2003-04,2003-08-16T00:00:00Z,Blackburn,Wolves,5,1,H,2,0,H,J Winter,25,8,13,5,6,2,8,14,1,1,0,0
2003-04,2003-08-16T00:00:00Z,Fulham,Middlesbrough,3,2,H,1,1,D,G Poll,17,8,9,5,7,6,18,16,1,1,0,0
2003-04,2003-08-16T00:00:00Z,Leicester,Southampton,2,2,D,2,0,H,M Riley,12,13,7,10,2,7,27,15,3,1,0,0
2003-04,2003-08-16T00:00:00Z,Man United,Bolton,4,0,H,1,0,H,P Durkin,13,15,6,5,8,4,12,8,0,4,0,0
2003-04,2003-08-16T00:00:00Z,Portsmouth,Aston Villa,2,1,H,1,0,H,G Barber,4,9,3,5,7,9,18,22,2,1,0,1
2003-04,2003-08-17T00:00:00Z,Charlton,Man City,0,3,A,0,2,A,M Dean,10,14,5,8,4,7,12,16,2,1,1,0
2003-04,2003-08-17T00:00:00Z,Leeds,Newcastle,2,2,D,1,1,D,R Martin,8,19,3,10,4,8,19,16,4,2,0,0
2003-04,2003-08-17T00:00:00Z,Liverpool,Chelsea,1,2,A,0,1,A,S Bennett,12,10,7,6,8,6,13,12,3,1,0,0
2003-04,2003-08-23T00:00:00Z,Bolton,Blackburn,2,2,D,2,0,H,A D'Urso,16,10,10,5,9,2,11,15,2,4,0,1
2003-04,2003-08-23T00:00:00Z,Chelsea,Leicester,2,1,H,2,1,H,R Styles,17,5,7,1,7,2,12,18,0,3,1,2
2003-04,2003-08-23T00:00:00Z,Everton,Fulham,3,1,H,3,0,H,N Barry,10,23,8,15,4,10,15,14,2,4,0,0
2003-04,2003-08-23T00:00:00Z,Man City,Portsmouth,1,1,D,0,1,A,M Messias,21,4,11,2,11,7,8,22,2,3,0,0
2003-04,2003-08-23T00:00:00Z,Newcastle,Man United,1,2,A,1,0,H,U Rennie,7,11,5,8,2,4,18,14,2,2,0,0
2003-04,2003-08-23T00:00:00Z,Southampton,Birmingham,0,0,D,0,0,D,Graham Barber,14,12,7,5,2,7,15,19,3,1,0,0
2003-04,2003-08-23T00:00:00Z,Tottenham,Leeds,2,1,H,1,1,D,S Dunn,20,5,4,2,6,0,14,14,1,2,0,0
2003-04,2003-08-23T00:00:00Z,Wolves,Charlton,0,4,A,0,4,A,P Dowd,10,8,4,6,5,2,11,7,2,1,0,1
2003-04,2003-08-24T00:00:00Z,Aston Villa,Liverpool,0,0,D,0,0,D,P Durkin,14,15,9,9,8,9,16,7,0,1,0,0
2003-04,2003-08-24T00:00:00Z,Middlesbrough,Arsenal,0,4,A,0,3,A,D Gallagher,10,14,4,10,3,5,11,7,1,0,0,0
2003-04,2003-08-25T00:00:00Z,Blackburn,Man City,2,3,A,1,1,D,A Wiley,14,13,10,5,9,0,14,10,2,1,0,0
2003-04,2003-08-26T00:00:00Z,Charlton,Everton,2,2,D,1,1,D,S Dunn,10,13,4,4,6,8,8,8,1,1,0,0
2003-04,2003-08-26T00:00:00Z,Leeds,Southampton,0,0,D,0,0,D,P Durkin,15,14,6,8,6,10,10,11,2,3,0,0
2003-04,2003-08-26T00:00:00Z,Leicester,Middlesbrough,0,0,D,0,0,D,G Barber,12,13,4,3,6,4,17,16,3,2,0,0
2003-04,2003-08-26T00:00:00Z,Portsmouth,Bolton,4,0,H,0,0,D,D Gallagher,13,13,8,4,0,4,12,14,2,4,0,0
2003-04,2003-08-27T00:00:00Z,Arsenal,Aston Villa,2,0,H,0,0,D,M Dean,14,6,6,3,2,6,16,16,3,4,0,0
2003-04,2003-08-27T00:00:00Z,Liverpool,Tottenham,0,0,D,0,0,D,U Rennie,22,9,10,4,8,5,20,27,2,5,0,0
2003-04,2003-08-27T00:00:00Z,Man United,Wolves,1,0,H,0,0,D,G Poll,14,12,5,2,10,2,6,12,2,2,0,0
2003-04,2003-08-30T00:00:00Z,Aston Villa,Leicester,3,1,H,3,0,H,S Bennett,10,5,8,4,11,1,18,17,1,2,0,1
2003-04,2003-08-30T00:00:00Z,Bolton,Charlton,0,0,D,0,0,D,A Wiley,13,7,9,1,12,3,18,16,4,2,0,0
2003-04,2003-08-30T00:00:00Z,Chelsea,Blackburn,2,2,D,1,1,D,M Dean,12,7,5,4,3,4,11,19,0,4,0,0
2003-04,2003-08-30T00:00:00Z,Everton,Liverpool,0,3,A,0,1,A,M Riley,11,18,5,11,9,5,22,17,3,3,0,0
2003-04,2003-08-30T00:00:00Z,Middlesbrough,Leeds,2,3,A,0,1,A,N Barry,27,8,16,4,6,3,17,21,2,3,0,0
2003-04,2003-08-30T00:00:00Z,Newcastle,Birmingham,0,1,A,0,0,D,M Messias,19,7,10,3,9,6,15,15,2,1,0,0
2003-04,2003-08-30T00:00:00Z,Tottenham,Fulham,0,3,A,0,1,A,J Winter,18,9,6,5,9,4,15,13,0,2,0,0
2003-04,2003-08-30T00:00:00Z,Wolves,Portsmouth,0,0,D,0,0,D,A D'Urso,11,9,2,2,4,6,15,16,3,5,0,0
2003-04,2003-08-31T00:00:00Z,Man City,Arsenal,1,2,A,1,0,H,G Poll,11,10,7,5,5,5,12,11,4,3,0,0
2003-04,2003-08-31T00:00:00Z,Southampton,Man United,1,0,H,0,0,D,M Halsey,12,10,5,9,9,5,8,10,1,0,0,0
2003-04,2003-09-13T00:00:00Z,Arsenal,Portsmouth,1,1,D,1,1,D,A Wiley,12,8,7,2,7,1,11,19,2,3,0,0
2003-04,2003-09-13T00:00:00Z,Blackburn,Liverpool,1,3,A,1,1,D,N Barry,8,21,5,14,5,10,13,11,2,2,1,0
2003-04,2003-09-13T00:00:00Z,Bolton,Middlesbrough,2,0,H,1,0,H,P Dowd,13,7,8,6,10,1,17,14,3,3,0,0
2003-04,2003-09-13T00:00:00Z,Charlton,Man United,0,2,A,0,0,D,M Riley,8,14,3,9,3,3,19,18,2,2,1,0
2003-04,2003-09-13T00:00:00Z,Chelsea,Tottenham,4,2,H,2,1,H,G Poll,12,9,6,3,10,3,16,20,1,4,0,0
2003-04,2003-09-13T00:00:00Z,Everton,Newcastle,2,2,D,0,0,D,R Styles,9,4,7,2,6,3,20,21,5,5,1,1
2003-04,2003-09-13T00:00:00Z,Southampton,Wolves,2,0,H,1,0,H,U Rennie,15,10,10,3,7,3,16,20,3,5,0,0
2003-04,2003-09-14T00:00:00Z,Birmingham,Fulham,2,2,D,1,1,D,S Dunn,15,8,9,6,8,1,16,21,1,4,1,1
2003-04,2003-09-14T00:00:00Z,Man City,Aston Villa,4,1,H,0,1,A,M Halsey,17,8,9,4,4,3,11,11,0,1,0,0
2003-04,2003-09-15T00:00:00Z,Leicester,Leeds,4,0,H,2,0,H,J Winter,19,14,11,2,9,5,10,10,0,2,0,0
2003-04,2003-09-20T00:00:00Z,Aston Villa,Charlton,2,1,H,1,0,H,C Foy,15,8,6,3,10,2,13,13,3,2,0,0
2003-04,2003-09-20T00:00:00Z,Fulham,Man City,2,2,D,0,0,D,P Dowd,13,7,9,6,2,4,14,19,2,5,0,0
2003-04,2003-09-20T00:00:00Z,Leeds,Birmingham,0,2,A,0,0,D,D Gallagher,12,7,6,3,6,1,15,14,4,2,1,0
2003-04,2003-09-20T00:00:00Z,Liverpool,Leicester,2,1,H,1,0,H,M Halsey,19,9,8,3,4,4,10,9,0,0,0,0
2003-04,2003-09-20T00:00:00Z,Newcastle,Bolton,0,0,D,0,0,D,Graham Barber,14,8,7,6,7,5,15,12,1,1,0,0
2003-04,2003-09-20T00:00:00Z,Portsmouth,Blackburn,1,2,A,0,2,A,P Durkin,9,12,6,10,7,6,17,18,2,3,0,0
2003-04,2003-09-20T00:00:00Z,Tottenham,Southampton,1,3,A,0,2,A,A D'Urso,13,12,6,10,4,7,15,14,1,1,0,0
2003-04,2003-09-20T00:00:00Z,Wolves,Chelsea,0,5,A,0,2,A,M Messias,8,14,4,8,1,3,15,15,2,3,0,0
2003-04,2003-09-21T00:00:00Z,Man United,Arsenal,0,0,D,0,0,D,S Bennett,9,6,7,1,4,3,11,15,4,3,0,1
2003-04,2003-09-21T00:00:00Z,Middlesbrough,Everton,1,0,H,1,0,H,A Wiley,9,9,4,5,4,6,12,14,2,3,0,0
2003-04,2003-09-26T00:00:00Z,Arsenal,Newcastle,3,2,H,1,1,D,M Riley,11,5,7,4,3,4,13,17,0,1,0,0
2003-04,2003-09-27T00:00:00Z,Birmingham,Portsmouth,2,0,H,1,0,H,S Bennett,7,10,5,5,4,4,10,16,1,3,0,0
2003-04,2003-09-27T00:00:00Z,Bolton,Wolves,1,1,D,0,1,A,M Dean,22,8,14,4,12,3,16,4,2,0,0,0
2003-04,2003-09-27T00:00:00Z,Chelsea,Aston Villa,1,0,H,1,0,H,J Winter,10,7,5,1,6,5,7,9,0,2,0,0
2003-04,2003-09-27T00:00:00Z,Leicester,Man United,1,4,A,0,3,A,G Poll,10,11,4,9,7,3,7,11,0,0,0,0
2003-04,2003-09-27T00:00:00Z,Southampton,Middlesbrough,0,1,A,0,1,A,B Knight,10,12,6,9,4,4,12,19,4,3,1,0
2003-04,2003-09-28T00:00:00Z,Blackburn,Fulham,0,2,A,0,1,A,M Messias,6,7,0,2,5,5,14,11,2,4,0,0
2003-04,2003-09-28T00:00:00Z,Charlton,Liverpool,3,2,H,2,1,H,R Styles,14,17,5,9,7,5,11,9,2,1,0,0
2003-04,2003-09-28T00:00:00Z,Everton,Leeds,4,0,H,3,0,H,P Durkin,20,6,9,2,11,4,11,15,0,2,0,0
2003-04,2003-09-28T00:00:00Z,Man City,Tottenham,0,0,D,0,0,D,N Barry,21,4,10,2,6,6,7,15,2,1,0,0
2003-04,2003-10-04T00:00:00Z,Fulham,Leicester,2,0,H,1,0,H,C Foy,16,8,8,4,4,4,14,10,2,1,0,0
2003-04,2003-10-04T00:00:00Z,Leeds,Blackburn,2,1,H,2,0,H,U Rennie,15,17,5,9,2,5,18,20,3,1,0,0
2003-04,2003-10-04T00:00:00Z,Liverpool,Arsenal,1,2,A,1,1,D,G Barber,13,12,7,8,11,3,12,20,2,2,0,0
2003-04,2003-10-04T00:00:00Z,Man United,Birmingham,3,0,H,1,0,H,M Dean,10,5,8,2,5,1,13,11,0,1,0,1
2003-04,2003-10-04T00:00:00Z,Newcastle,Southampton,1,0,H,1,0,H,P Dowd,14,7,9,4,8,4,14,10,3,2,0,0
2003-04,2003-10-04T00:00:00Z,Portsmouth,Charlton,1,2,A,1,0,H,G Poll,16,11,8,6,6,9,20,14,3,2,0,0
2003-04,2003-10-04T00:00:00Z,Tottenham,Everton,3,0,H,1,0,H,D Gallagher,13,12,7,4,2,6,15,14,2,2,0,0
2003-04,2003-10-04T00:00:00Z,Wolves,Man City,1,0,H,0,0,D,J Winter,8,9,4,5,3,10,13,7,3,2,0,0
2003-04,2003-10-05T00:00:00Z,Aston Villa,Bolton,1,1,D,0,0,D,R Styles,14,15,8,5,9,5,14,16,1,5,0,0
2003-04,2003-10-05T00:00:00Z,Middlesbrough,Chelsea,1,2,A,0,1,A,M Halsey,15,10,6,6,2,8,14,18,1,2,0,0
2003-04,2003-10-14T00:00:00Z,Birmingham,Chelsea,0,0,D,0,0,D,N Barry,6,13,2,8,2,18,10,14,2,4,0,0
2003-04,2003-10-18T00:00:00Z,Arsenal,Chelsea,2,1,H,1,1,D,P Durkin,13,7,9,3,6,3,11,13,1,2,0,0
2003-04,2003-10-18T00:00:00Z,Fulham,Wolves,0,0,D,0,0,D,H Webb,9,14,4,6,4,11,12,11,2,2,0,0
2003-04,2003-10-18T00:00:00Z,Leeds,Man United,0,1,A,0,0,D,G Poll,3,18,2,10,7,2,19,8,4,1,0,0
2003-04,2003-10-18T00:00:00Z,Man City,Bolton,6,2,H,1,1,D,S Bennett,16,12,13,8,7,4,11,8,1,1,1,0
2003-04,2003-10-18T00:00:00Z,Middlesbrough,Newcastle,0,1,A,0,1,A,A Wiley,11,4,7,3,8,2,17,12,3,3,0,0
2003-04,2003-10-18T00:00:00Z,Portsmouth,Liverpool,1,0,H,1,0,H,S Dunn,10,13,6,7,5,3,22,10,2,2,0,0
2003-04,2003-10-19T00:00:00Z,Birmingham,Aston Villa,0,0,D,0,0,D,M Riley,4,2,3,1,3,4,16,20,2,1,0,0
2003-04,2003-10-19T00:00:00Z,Everton,Southampton,0,0,D,0,0,D,M Messias,13,19,6,7,8,6,11,6,1,2,0,0
2003-04,2003-10-19T00:00:00Z,Leicester,Tottenham,1,2,A,1,0,H,A D'Urso,22,7,15,4,5,1,12,19,3,3,0,0
2003-04,2003-10-20T00:00:00Z,Blackburn,Charlton,0,1,A,0,1,A,G Barber,15,10,6,5,5,3,17,12,3,0,0,0
2003-04,2003-10-21T00:00:00Z,Fulham,Newcastle,2,3,A,2,1,H,B Knight,4,11,4,7,4,8,14,16,2,2,0,0
2003-04,2003-10-25T00:00:00Z,Aston Villa,Everton,0,0,D,0,0,D,A D'Urso,16,8,6,2,9,3,11,12,0,1,0,0
2003-04,2003-10-25T00:00:00Z,Bolton,Birmingham,0,1,A,0,1,A,C Foy,16,7,7,3,7,3,14,16,1,2,0,0
2003-04,2003-10-25T00:00:00Z,Chelsea,Man City,1,0,H,1,0,H,P Dowd,7,9,4,6,1,5,8,8,0,0,0,0
2003-04,2003-10-25T00:00:00Z,Liverpool,Leeds,3,1,H,1,1,D,J Winter,20,7,9,5,9,3,11,13,0,2,0,0
2003-04,2003-10-25T00:00:00Z,Man United,Fulham,1,3,A,1,1,D,M Riley,17,12,9,7,10,2,10,14,4,2,0,0
2003-04,2003-10-25T00:00:00Z,Newcastle,Portsmouth,3,0,H,2,0,H,P Durkin,10,9,8,4,6,6,12,14,0,1,0,0
2003-04,2003-10-25T00:00:00Z,Southampton,Blackburn,2,0,H,0,0,D,S Bennett,22,6,15,3,5,3,17,14,0,1,0,1
2003-04,2003-10-25T00:00:00Z,Wolves,Leicester,4,3,H,0,3,A,P Walton,12,7,8,5,2,6,6,13,0,2,0,0
2003-04,2003-10-26T00:00:00Z,Charlton,Arsenal,1,1,D,1,1,D,S Dunn,6,11,4,6,7,5,15,13,1,1,0,0
2003-04,2003-10-26T00:00:00Z,Tottenham,Middlesbrough,0,0,D,0,0,D,M Dean,12,16,8,10,8,5,14,10,3,2,0,0
2003-04,2003-11-01T00:00:00Z,Everton,Chelsea,0,1,A,0,0,D,J Winter,12,17,4,7,3,1,5,11,0,0,0,0
2003-04,2003-11-01T00:00:00Z,Leeds,Arsenal,1,4,A,0,3,A,M Dean,9,13,5,9,4,3,12,11,1,0,0,0
2003-04,2003-11-01T00:00:00Z,Man United,Portsmouth,3,0,H,1,0,H,N Barry,10,9,4,3,3,3,13,12,0,3,0,0
2003-04,2003-11-01T00:00:00Z,Middlesbrough,Wolves,2,0,H,0,0,D,S Dunn,14,9,11,2,7,3,8,12,1,2,0,1
2003-04,2003-11-01T00:00:00Z,Newcastle,Aston Villa,1,1,D,1,1,D,M Messias,22,11,13,6,15,3,9,17,2,3,0,1
2003-04,2003-11-01T00:00:00Z,Southampton,Man City,0,2,A,0,1,A,A Wiley,8,13,5,9,4,6,10,16,1,1,0,0
2003-04,2003-11-01T00:00:00Z,Tottenham,Bolton,0,1,A,0,0,D,U Rennie,10,25,6,15,7,5,18,6,3,0,0,0
2003-04,2003-11-02T00:00:00Z,Fulham,Liverpool,1,2,A,1,1,D,R Styles,10,10,6,6,4,8,13,10,1,1,1,0
2003-04,2003-11-02T00:00:00Z,Leicester,Blackburn,2,0,H,0,0,D,D Gallagher,4,10,3,2,2,6,11,11,2,1,0,0
2003-04,2003-11-03T00:00:00Z,Birmingham,Charlton,1,2,A,0,1,A,P Dowd,14,13,13,9,15,8,14,18,1,1,0,0
2003-04,2003-11-08T00:00:00Z,Arsenal,Tottenham,2,1,H,0,1,A,M Halsey,9,5,3,2,9,5,8,22,1,4,0,0
2003-04,2003-11-08T00:00:00Z,Aston Villa,Middlesbrough,0,2,A,0,1,A,D Gallagher,12,8,4,3,5,2,19,16,1,2,0,0
2003-04,2003-11-08T00:00:00Z,Bolton,Southampton,0,0,D,0,0,D,H Webb,18,8,11,5,8,6,10,14,2,1,0,1
2003-04,2003-11-08T00:00:00Z,Charlton,Fulham,3,1,H,1,0,H,A D'Urso,12,11,7,7,1,5,10,12,1,2,0,0
2003-04,2003-11-08T00:00:00Z,Portsmouth,Leeds,6,1,H,2,1,H,C Foy,14,6,6,5,3,2,9,11,1,4,0,0
2003-04,2003-11-08T00:00:00Z,Wolves,Birmingham,1,1,D,0,0,D,G Barber,11,4,4,2,8,1,13,12,2,1,0,0
2003-04,2003-11-09T00:00:00Z,Chelsea,Newcastle,5,0,H,3,0,H,P Durkin,15,4,8,3,2,0,13,5,0,0,0,1
2003-04,2003-11-09T00:00:00Z,Liverpool,Man United,1,2,A,0,0,D,G Poll,10,6,4,4,2,6,16,9,1,2,0,0
2003-04,2003-11-09T00:00:00Z,Man City,Leicester,0,3,A,0,1,A,M Riley,14,6,4,3,12,3,7,12,2,2,0,0
2003-04,2003-11-10T00:00:00Z,Blackburn,Everton,2,1,H,2,0,H,P Dowd,18,8,12,2,12,3,16,9,3,2,0,0
2003-04,2003-11-22T00:00:00Z,Birmingham,Arsenal,0,3,A,0,1,A,P Durkin,7,9,1,6,8,6,8,11,1,2,0,0
2003-04,2003-11-22T00:00:00Z,Everton,Wolves,2,0,H,2,0,H,M Riley,23,8,15,4,8,3,7,23,2,2,0,0
2003-04,2003-11-22T00:00:00Z,Leeds,Bolton,0,2,A,0,2,A,G Poll,13,10,10,5,8,2,15,11,1,0,0,0
2003-04,2003-11-22T00:00:00Z,Leicester,Charlton,1,1,D,1,0,H,G Barber,13,7,7,4,3,3,15,15,2,1,0,0
2003-04,2003-11-22T00:00:00Z,Man United,Blackburn,2,1,H,2,0,H,M Halsey,14,13,8,6,7,4,6,15,0,1,0,0
2003-04,2003-11-22T00:00:00Z,Middlesbrough,Liverpool,0,0,D,0,0,D,P Dowd,8,8,3,1,3,4,16,15,2,2,0,0
2003-04,2003-11-22T00:00:00Z,Newcastle,Man City,3,0,H,0,0,D,N Barry,17,5,10,1,4,2,13,16,1,2,0,0
2003-04,2003-11-22T00:00:00Z,Southampton,Chelsea,0,1,A,0,0,D,D Gallagher,13,8,3,4,3,3,7,13,0,1,0,0
2003-04,2003-11-23T00:00:00Z,Tottenham,Aston Villa,2,1,H,0,0,D,J Winter,10,13,5,6,3,3,14,15,0,1,0,0
2003-04,2003-11-24T00:00:00Z,Fulham,Portsmouth,2,0,H,2,0,H,A Wiley,8,12,4,6,2,11,9,16,0,3,0,1
2003-04,2003-11-29T00:00:00Z,Aston Villa,Southampton,1,0,H,1,0,H,M Messias,22,7,12,3,9,4,13,13,0,1,0,0
2003-04,2003-11-29T00:00:00Z,Blackburn,Tottenham,1,0,H,0,0,D,G Poll,18,9,12,3,9,6,10,13,0,1,0,0
2003-04,2003-11-29T00:00:00Z,Bolton,Everton,2,0,H,1,0,H,P Durkin,13,7,6,3,7,7,11,18,0,2,0,0
2003-04,2003-11-29T00:00:00Z,Charlton,Leeds,0,1,A,0,1,A,M Halsey,13,12,6,6,3,4,11,17,2,1,0,0
2003-04,2003-11-29T00:00:00Z,Portsmouth,Leicester,0,2,A,0,1,A,M Dean,12,7,7,3,11,4,12,14,5,1,0,0
2003-04,2003-11-29T00:00:00Z,Wolves,Newcastle,1,1,D,1,1,D,S Bennett,10,7,4,4,5,3,14,14,2,1,0,0
2003-04,2003-11-30T00:00:00Z,Arsenal,Fulham,0,0,D,0,0,D,G Barber,22,7,14,1,9,0,13,11,1,1,0,0
2003-04,2003-11-30T00:00:00Z,Chelsea,Man United,1,0,H,1,0,H,A Wiley,12,5,4,3,2,4,11,12,4,1,0,0
2003-04,2003-11-30T00:00:00Z,Liverpool,Birmingham,3,1,H,1,1,D,N Barry,10,7,7,4,6,4,24,17,2,1,0,0
2003-04,2003-11-30T00:00:00Z,Man City,Middlesbrough,0,1,A,0,1,A,M Riley,24,2,14,0,12,0,15,12,0,0,0,0
2003-04,2003-12-06T00:00:00Z,Birmingham,Blackburn,0,4,A,0,0,D,G Barber,6,11,2,7,10,7,23,15,1,1,1,0
2003-04,2003-12-06T00:00:00Z,Fulham,Bolton,2,1,H,0,0,D,A D'Urso,10,10,3,5,3,2,15,11,0,2,0,0
2003-04,2003-12-06T00:00:00Z,Leeds,Chelsea,1,1,D,1,0,H,M Dean,8,19,4,10,2,8,14,11,3,2,0,0
2003-04,2003-12-06T00:00:00Z,Leicester,Arsenal,1,1,D,0,0,D,R Styles,4,8,1,5,7,5,13,12,1,1,0,1
2003-04,2003-12-06T00:00:00Z,Man United,Aston Villa,4,0,H,2,0,H,S Dunn,12,10,8,3,6,5,6,11,0,1,0,0
2003-04,2003-12-06T00:00:00Z,Middlesbrough,Portsmouth,0,0,D,0,0,D,S Bennett,5,6,3,2,6,5,17,20,2,3,0,1
2003-04,2003-12-06T00:00:00Z,Newcastle,Liverpool,1,1,D,0,1,A,G Poll,13,7,6,3,8,1,13,13,1,4,0,0
2003-04,2003-12-06T00:00:00Z,Tottenham,Wolves,5,2,H,1,1,D,U Rennie,12,16,10,8,4,5,14,8,2,0,0,0
2003-04,2003-12-07T00:00:00Z,Everton,Man City,0,0,D,0,0,D,J Winter,9,15,2,7,3,5,11,13,1,1,0,0
2003-04,2003-12-07T00:00:00Z,Southampton,Charlton,3,2,H,2,0,H,P Walton,18,20,14,14,8,9,12,12,0,0,0,0
2003-04,2003-12-13T00:00:00Z,Chelsea,Bolton,1,2,A,1,1,D,M Messias,9,4,5,2,8,3,13,11,2,2,0,0
2003-04,2003-12-13T00:00:00Z,Leicester,Birmingham,0,2,A,0,1,A,M Riley,8,9,5,4,6,7,19,16,2,2,2,0
2003-04,2003-12-13T00:00:00Z,Liverpool,Southampton,1,2,A,0,1,A,P Durkin,18,8,10,4,9,5,6,8,0,0,0,0
2003-04,2003-12-13T00:00:00Z,Man United,Man City,3,1,H,2,0,H,M Halsey,10,12,7,9,2,5,8,10,0,2,0,0
2003-04,2003-12-13T00:00:00Z,Middlesbrough,Charlton,0,0,D,0,0,D,H Webb,12,10,6,3,3,7,13,11,1,1,0,0
2003-04,2003-12-13T00:00:00Z,Newcastle,Tottenham,4,0,H,1,0,H,A Wiley,19,4,11,4,11,7,10,12,2,2,0,0
2003-04,2003-12-13T00:00:00Z,Portsmouth,Everton,1,2,A,1,2,A,U Rennie,12,9,10,4,7,10,13,13,1,1,0,0
2003-04,2003-12-14T00:00:00Z,Arsenal,Blackburn,1,0,H,1,0,H,A D'Urso,11,5,7,1,5,6,14,14,2,4,0,0
2003-04,2003-12-14T00:00:00Z,Aston Villa,Wolves,3,2,H,2,1,H,G Poll,11,8,8,5,4,6,12,14,3,4,0,0
2003-04,2003-12-14T00:00:00Z,Leeds,Fulham,3,2,H,1,0,H,N Barry,14,10,11,7,6,5,17,11,2,1,0,0
2003-04,2003-12-20T00:00:00Z,Blackburn,Aston Villa,0,2,A,0,0,D,D Gallagher,12,15,5,7,9,1,7,11,1,0,0,0
2003-04,2003-12-20T00:00:00Z,Bolton,Arsenal,1,1,D,0,0,D,G Poll,19,9,13,4,8,1,11,13,2,2,0,0
2003-04,2003-12-20T00:00:00Z,Charlton,Newcastle,0,0,D,0,0,D,S Bennett,18,11,10,5,7,9,11,9,0,0,0,0
2003-04,2003-12-20T00:00:00Z,Everton,Leicester,3,2,H,1,1,D,P Dowd,15,6,8,4,11,7,13,18,2,3,0,0
2003-04,2003-12-20T00:00:00Z,Fulham,Chelsea,0,1,A,0,0,D,M Riley,7,11,2,9,2,8,11,10,2,3,0,0
2003-04,2003-12-21T00:00:00Z,Southampton,Portsmouth,3,0,H,1,0,H,J Winter,12,11,7,7,8,5,7,21,0,3,0,0
2003-04,2003-12-21T00:00:00Z,Tottenham,Man United,1,2,A,0,2,A,R Styles,14,12,8,7,7,8,12,8,2,2,0,0
2003-04,2003-12-22T00:00:00Z,Man City,Leeds,1,1,D,0,1,A,G Barber,19,6,11,4,8,5,7,8,0,3,0,0
2003-04,2003-12-26T00:00:00Z,Arsenal,Wolves,3,0,H,2,0,H,P Dowd,15,5,10,1,14,3,15,17,2,5,0,0
2003-04,2003-12-26T00:00:00Z,Birmingham,Man City,2,1,H,0,1,A,U Rennie,5,9,3,5,9,3,18,14,2,1,0,0
2003-04,2003-12-26T00:00:00Z,Blackburn,Middlesbrough,2,2,D,1,1,D,A Wiley,13,5,10,3,14,1,11,10,2,1,0,0
2003-04,2003-12-26T00:00:00Z,Charlton,Chelsea,4,2,H,2,1,H,G Poll,8,15,4,8,8,6,14,10,1,1,0,0
2003-04,2003-12-26T00:00:00Z,Fulham,Southampton,2,0,H,1,0,H,D Gallagher,14,6,7,2,11,5,13,12,0,2,0,0
2003-04,2003-12-26T00:00:00Z,Leeds,Aston Villa,0,0,D,0,0,D,S Bennett,6,13,3,4,7,5,15,13,0,2,0,0
2003-04,2003-12-26T00:00:00Z,Leicester,Newcastle,1,1,D,0,0,D,C Foy,6,12,5,6,6,7,11,10,0,0,0,0
2003-04,2003-12-26T00:00:00Z,Liverpool,Bolton,3,1,H,1,0,H,J Winter,13,7,8,2,7,1,10,18,0,2,0,0
2003-04,2003-12-26T00:00:00Z,Man United,Everton,3,2,H,2,1,H,M Dean,19,10,11,6,7,2,8,10,0,2,0,0
2003-04,2003-12-26T00:00:00Z,Portsmouth,Tottenham,2,0,H,0,0,D,S Dunn,10,5,8,3,3,6,10,10,1,1,0,0
2003-04,2003-12-28T00:00:00Z,Aston Villa,Fulham,3,0,H,1,0,H,B Knight,12,9,8,3,8,3,17,7,0,0,0,0
2003-04,2003-12-28T00:00:00Z,Bolton,Leicester,2,2,D,1,1,D,N Barry,15,7,8,6,3,7,16,17,1,2,0,0
2003-04,2003-12-28T00:00:00Z,Chelsea,Portsmouth,3,0,H,0,0,D,G Barber,15,7,8,3,7,1,8,14,0,0,0,0
2003-04,2003-12-28T00:00:00Z,Everton,Birmingham,1,0,H,0,0,D,R Styles,16,5,6,2,5,2,7,13,0,0,0,0
