home,away,home_code,away_code,home_last_wins,home_last_draws,home_last_loses,away_last_wins,away_last_draws,away_last_loses,GF,GA
Newcastle,Leicester,29,24,2,2,1,3,0,2,2,1
Wimbledon,Liverpool,48,25,1,3,1,1,1,3,1,3
Sunderland,Man United,40,27,3,0,2,0,0,5,2,2
Leicester,Newcastle,24,29,2,0,3,1,2,2,1,2
Watford,Southampton,44,38,0,1,4,4,1,0,3,2
Man United,Sunderland,27,40,5,0,0,2,0,3,2,2
Southampton,Watford,38,44,0,1,4,4,1,0,2,3
Derby,West Ham,17,46,1,0,4,1,2,2,1,1
Liverpool,Wimbledon,25,48,3,1,1,1,3,1,3,1
Tottenham,Aston Villa,43,1,2,1,2,2,1,2,1,1
Sheffield Weds,Chelsea,37,14,1,1,3,2,1,2,0,3
Chelsea,Sheffield Weds,14,37,2,1,2,3,1,1,3,0
Aston Villa,Tottenham,1,43,2,1,2,2,1,2,1,1
Sheffield Weds,Arsenal,37,0,1,0,4,1,1,3,1,1
Leeds,Aston Villa,23,1,4,0,1,1,2,2,1,2
Southampton,Bradford,38,8,0,1,4,2,2,1,1,0
Watford,Derby,44,17,1,0,4,3,1,1,0,2
Leicester,Everton,24,18,1,0,4,1,2,2,2,2
Aston Villa,Leeds,1,23,2,2,1,1,0,4,2,1
Everton,Leicester,18,24,2,2,1,4,0,1,2,2
Tottenham,Liverpool,43,25,1,2,2,1,1,3,1,0
West Ham,Newcastle,46,29,1,3,1,1,1,3,2,2
Arsenal,Sheffield Weds,0,37,3,1,1,4,0,1,1,1
Bradford,Southampton,8,38,1,2,2,4,1,0,0,1
Wimbledon,Sunderland,48,40,1,3,1,1,1,3,1,0
Liverpool,Tottenham,25,43,3,1,1,2,2,1,0,1
Derby,Watford,17,44,1,1,3,4,0,1,2,0
Newcastle,West Ham,29,46,3,1,1,1,3,1,2,2
Sunderland,Wimbledon,40,48,3,1,1,1,3,1,0,1
Coventry,Chelsea,15,14,2,1,2,2,0,3,2,2
Chelsea,Coventry,14,15,3,0,2,2,1,2,2,2
Chelsea,Bradford,14,8,2,1,2,2,2,1,1,1
Bradford,Chelsea,8,14,1,2,2,2,1,2,1,1
Tottenham,Chelsea,43,14,2,2,1,1,2,2,0,1
Chelsea,Tottenham,14,43,2,2,1,1,2,2,1,0
Sunderland,Arsenal,40,0,2,1,2,1,2,2,1,4
West Ham,Aston Villa,46,1,0,4,1,1,1,3,1,1
Sheffield Weds,Bradford,37,8,1,1,3,2,2,1,2,0
Leicester,Chelsea,24,14,0,1,4,0,2,3,1,1
Wimbledon,Coventry,48,15,2,2,1,2,2,1,0,2
Middlesbrough,Derby,28,17,1,2,2,2,1,2,1,4
Tottenham,Everton,43,18,2,1,2,1,2,2,2,2
Chelsea,Leicester,14,24,3,2,0,4,1,0,1,1
Watford,Liverpool,44,25,1,0,4,1,1,3,2,3
Derby,Middlesbrough,17,28,2,1,2,2,2,1,4,1
Bradford,Sheffield Weds,8,37,1,2,2,3,1,1,0,2
Arsenal,Sunderland,0,40,2,2,1,2,1,2,4,1
Everton,Tottenham,18,43,2,2,1,2,1,2,2,2
Liverpool,Watford,25,44,3,1,1,4,0,1,3,2
Aston Villa,West Ham,1,46,3,1,1,1,4,0,1,1
Coventry,Wimbledon,15,48,1,2,2,1,2,2,2,0
Southampton,Newcastle,38,29,1,1,3,1,2,2,0,5
Newcastle,Southampton,29,38,2,2,1,3,1,1,5,0
Chelsea,Aston Villa,14,1,2,3,0,0,2,3,0,0
Watford,Bradford,44,8,1,0,4,3,2,0,2,3
Aston Villa,Chelsea,1,14,3,2,0,0,3,2,0,0
Derby,Coventry,17,15,3,1,1,1,2,2,0,0
Coventry,Derby,15,17,2,2,1,1,1,3,0,0
Southampton,Everton,38,18,1,0,4,0,3,2,2,0
West Ham,Leicester,46,24,0,4,1,3,2,0,3,1
Middlesbrough,Liverpool,28,25,1,2,2,1,1,3,0,0
Liverpool,Middlesbrough,25,28,3,1,1,2,2,1,0,0
Wimbledon,Newcastle,48,29,1,2,2,1,2,2,2,0
Tottenham,Sheffield Weds,43,37,2,2,1,2,1,2,0,1
Everton,Southampton,18,38,2,3,0,4,0,1,0,2
Sheffield Weds,Tottenham,37,43,2,1,2,1,2,2,1,0
Bradford,Watford,8,44,0,2,3,4,0,1,3,2
Leicester,West Ham,24,46,0,2,3,1,4,0,1,3
Newcastle,Wimbledon,29,48,2,2,1,2,2,1,0,2
Sunderland,Leeds,40,23,1,1,3,2,0,3,1,2
Leeds,Sunderland,23,40,3,0,2,3,1,1,2,1
Man United,Arsenal,27,0,4,1,0,1,2,2,1,1
Arsenal,Man United,0,27,2,2,1,0,1,4,1,1
Middlesbrough,Man United,28,27,1,2,2,0,2,3,0,1
Man United,Middlesbrough,27,28,3,2,0,2,2,1,1,0
Sheffield Weds,Man United,37,27,3,1,1,0,2,3,0,1
Man United,Sheffield Weds,27,37,3,2,0,1,1,3,1,0
Bradford,Arsenal,8,0,1,2,2,1,2,2,2,1
Watford,Aston Villa,44,1,1,0,4,0,3,2,0,4
Arsenal,Bradford,0,8,2,2,1,2,2,1,1,2
Tottenham,Chelsea,43,14,1,2,2,0,4,1,0,1
Man United,Coventry,27,15,3,2,0,1,2,2,3,2
Sheffield Weds,Derby,37,17,2,1,2,1,2,2,3,3
Liverpool,Leeds,25,23,2,2,1,2,0,3,3,1
Middlesbrough,Leicester,28,24,1,1,3,3,2,0,1,2
Leeds,Liverpool,23,25,3,0,2,1,2,2,1,3
Coventry,Man United,15,27,2,2,1,0,2,3,2,3
Leicester,Middlesbrough,24,28,0,2,3,3,1,1,2,1
Sunderland,Newcastle,40,29,0,1,4,1,2,2,2,2
Derby,Sheffield Weds,17,37,2,2,1,2,1,2,3,3
West Ham,Southampton,46,38,1,4,0,3,0,2,1,2
Newcastle,Sunderland,29,40,2,2,1,4,1,0,2,2
Chelsea,Tottenham,14,43,1,4,0,2,2,1,1,0
Aston Villa,Watford,1,44,2,3,0,4,0,1,4,0
Southampton,West Ham,38,46,2,0,3,0,4,1,2,1
Wimbledon,Everton,48,18,2,1,2,1,3,1,0,3
Everton,Wimbledon,18,48,1,3,1,2,1,2,3,0
West Ham,Bradford,46,8,1,3,1,2,1,2,5,4
Wimbledon,Chelsea,48,14,2,0,3,0,3,2,1,3
Sunderland,Coventry,40,15,0,2,3,1,2,2,2,3
Everton,Derby,18,17,1,3,1,0,3,2,2,1
Derby,Everton,17,18,2,3,0,1,3,1,1,2
Tottenham,Leeds,43,23,1,1,3,3,0,2,0,1
Watford,Leicester,44,24,1,0,4,2,2,1,1,1
Newcastle,Man United,29,27,2,2,1,0,2,3,3,0
Man United,Newcastle,27,29,3,2,0,1,2,2,0,3
Southampton,Sheffield Weds,38,37,3,0,2,1,2,2,1,0
Sheffield Weds,Southampton,37,38,2,2,1,2,0,3,0,1
Coventry,Sunderland,15,40,2,2,1,3,2,0,3,2
Leeds,Tottenham,23,43,2,0,3,3,1,1,1,0
Leicester,Watford,24,44,1,2,2,4,0,1,1,1
Bradford,West Ham,8,46,2,1,2,1,3,1,4,5
Chelsea,Wimbledon,14,48,2,3,0,3,0,2,3,1
Liverpool,Arsenal,25,0,3,1,1,1,2,2,1,0
Arsenal,Liverpool,0,25,2,2,1,1,1,3,0,1
Middlesbrough,Aston Villa,28,1,0,1,4,0,3,2,0,4
Aston Villa,Middlesbrough,1,28,2,3,0,4,1,0,4,0
Middlesbrough,Coventry,28,15,0,1,4,1,2,2,2,0
Coventry,Middlesbrough,15,28,2,2,1,4,1,0,0,2
Man United,Leeds,27,23,3,1,1,3,0,2,1,0
Leeds,Man United,23,27,2,0,3,1,1,3,0,1
Southampton,Arsenal,38,0,4,0,1,2,2,1,1,3
Bradford,Aston Villa,8,1,2,1,2,0,2,3,1,1
Aston Villa,Bradford,1,8,3,2,0,2,1,2,1,1
Watford,Chelsea,44,14,0,1,4,0,2,3,1,2
Tottenham,Coventry,43,15,0,1,4,2,1,2,1,0
Sunderland,Derby,40,17,0,1,4,1,2,2,1,1
West Ham,Everton,46,18,2,2,1,1,2,2,0,4
Middlesbrough,Leeds,28,23,1,1,3,3,0,2,0,0
Wimbledon,Man United,48,27,2,0,3,1,0,4,2,2
Leeds,Middlesbrough,23,28,2,0,3,3,1,1,0,0
Sheffield Weds,Newcastle,37,29,2,1,2,1,2,2,0,2
Newcastle,Sheffield Weds,29,37,2,2,1,2,1,2,2,0
Arsenal,Southampton,0,38,1,2,2,1,0,4,3,1
Derby,Sunderland,17,40,2,2,1,4,1,0,1,1
Coventry,Tottenham,15,43,2,1,2,4,1,0,0,1
Chelsea,Watford,14,44,3,2,0,4,1,0,2,1
Everton,West Ham,18,46,2,2,1,1,2,2,4,0
Man United,Wimbledon,27,48,4,0,1,3,0,2,2,2
Tottenham,Bradford,43,8,1,1,3,2,1,2,1,1
Newcastle,Chelsea,29,14,3,1,1,0,2,3,0,1
Wimbledon,Derby,48,17,1,1,3,1,3,1,0,4
Sheffield Weds,Everton,37,18,1,1,3,1,1,3,1,1
Man United,Liverpool,27,25,3,1,1,1,1,3,1,1
Liverpool,Man United,25,27,3,1,1,1,1,3,1,1
Southampton,Middlesbrough,38,28,3,0,2,3,1,1,1,1
Chelsea,Newcastle,14,29,3,2,0,1,1,3,1,0
Everton,Sheffield Weds,18,37,3,1,1,3,1,1,1,1
Middlesbrough,Southampton,28,38,1,1,3,2,0,3,1,1
Bradford,Tottenham,8,43,2,1,2,3,1,1,1,1
West Ham,Watford,46,44,2,1,2,4,1,0,2,1
Watford,West Ham,44,46,0,1,4,2,1,2,1,2
Derby,Wimbledon,17,48,1,3,1,3,1,1,4,0
Aston Villa,Arsenal,1,0,2,3,0,2,1,2,1,1
Arsenal,Aston Villa,0,1,2,1,2,0,3,2,1,1
Leeds,Coventry,23,15,2,1,2,3,1,1,3,0
Coventry,Leeds,15,23,1,1,3,2,1,2,0,3
Sunderland,Leicester,40,24,0,2,3,1,3,1,2,5
Leicester,Sunderland,24,40,1,3,1,3,2,0,5,2
West Ham,Southampton,46,38,3,0,2,1,1,3,2,0
Southampton,West Ham,38,46,3,1,1,2,0,3,0,2
Coventry,Aston Villa,15,1,1,0,4,0,3,2,0,1
Everton,Chelsea,18,14,3,1,1,0,1,4,1,1
Aston Villa,Coventry,1,15,2,3,0,4,0,1,1,0
Man United,Derby,27,17,2,2,1,1,3,1,3,1
Chelsea,Everton,14,18,4,1,0,1,1,3,1,1
Wimbledon,Leicester,48,24,1,1,3,1,2,2,2,1
Sunderland,Liverpool,40,25,0,2,3,0,2,3,1,1
Derby,Man United,17,27,1,3,1,1,2,2,1,3
Watford,Newcastle,44,29,0,1,4,2,1,2,0,1
West Ham,Sheffield Weds,46,37,3,0,2,3,2,0,1,3
Tottenham,Southampton,43,38,1,1,3,2,1,2,7,2
Liverpool,Sunderland,25,40,3,2,0,3,2,0,1,1
Southampton,Tottenham,38,43,2,1,2,3,1,1,2,7
Newcastle,Watford,29,44,2,1,2,4,1,0,1,0
Sheffield Weds,West Ham,37,46,0,2,3,2,0,3,3,1
Leicester,Wimbledon,24,48,2,2,1,3,1,1,1,2
Middlesbrough,Arsenal,28,0,1,2,2,2,2,1,2,1
Leeds,Bradford,23,8,2,1,2,1,2,2,2,1
Bradford,Leeds,8,23,2,2,1,2,1,2,1,2
Arsenal,Middlesbrough,0,28,1,2,2,2,2,1,1,2
Liverpool,Aston Villa,25,1,2,3,0,0,2,3,0,0
Everton,Coventry,18,15,3,2,0,4,0,1,0,1
Coventry,Everton,15,18,1,0,4,0,2,3,1,0
Aston Villa,Liverpool,1,25,3,2,0,0,3,2,0,0
Southampton,Aston Villa,38,1,1,1,3,0,3,2,2,0
Coventry,Bradford,15,8,1,0,4,2,2,1,4,0
West Ham,Chelsea,46,14,3,0,2,0,1,4,0,0
Bradford,Coventry,8,15,1,2,2,4,0,1,0,4
Liverpool,Derby,25,17,2,3,0,2,2,1,2,0
Man United,Leicester,27,24,2,2,1,2,1,2,2,0
Derby,Liverpool,17,25,1,2,2,0,3,2,0,2
Leicester,Man United,24,27,2,1,2,1,2,2,0,2
Sunderland,Middlesbrough,40,28,0,3,2,1,2,2,1,1
Watford,Sheffield Weds,44,37,0,1,4,2,2,1,1,0
Aston Villa,Southampton,1,38,2,3,0,3,1,1,0,2
Middlesbrough,Sunderland,28,40,2,2,1,2,3,0,1,1
Sheffield Weds,Watford,37,44,1,2,2,4,1,0,0,1
Chelsea,West Ham,14,46,4,1,0,2,0,3,0,0
Tottenham,Arsenal,43,0,2,1,2,3,1,1,1,2
Newcastle,Everton,29,18,3,1,1,1,2,2,2,0
Wimbledon,Leeds,48,23,1,1,3,1,1,3,1,4
Everton,Newcastle,18,29,2,2,1,1,1,3,0,2
Arsenal,Tottenham,0,43,1,1,3,2,1,2,2,1
Leeds,Wimbledon,23,48,3,1,1,3,1,1,4,1
Derby,Aston Villa,17,1,1,1,3,1,3,1,0,2
Man United,Bradford,27,8,3,2,0,3,2,0,4,0
Southampton,Chelsea,38,14,1,1,3,0,2,3,1,1
Aston Villa,Derby,1,17,1,3,1,3,1,1,2,0
Sunderland,Everton,40,18,0,3,2,2,2,1,2,1
Newcastle,Liverpool,29,25,4,0,1,0,3,2,1,2
Bradford,Man United,8,27,0,2,3,0,2,3,0,4
Sheffield Weds,Middlesbrough,37,28,1,1,3,0,3,2,0,1
Liverpool,Newcastle,25,29,2,3,0,1,0,4,2,1
Middlesbrough,Sheffield Weds,28,37,2,3,0,3,1,1,1,0
Chelsea,Southampton,14,38,3,2,0,3,1,1,1,1
Everton,Sunderland,18,40,1,2,2,2,3,0,1,2
Watford,Tottenham,44,43,1,1,3,2,1,2,1,1
Tottenham,Watford,43,44,2,1,2,3,1,1,1,1
Coventry,Arsenal,15,0,2,0,3,2,1,2,0,3
Arsenal,Coventry,0,15,2,1,2,3,0,2,3,0
Leicester,Leeds,24,23,2,1,2,1,1,3,2,1
Leeds,Leicester,23,24,3,1,1,2,1,2,1,2
Wimbledon,West Ham,48,46,1,1,3,2,1,2,1,2
West Ham,Wimbledon,46,48,2,1,2,3,1,1,2,1
Wimbledon,Arsenal,48,0,1,1,3,1,1,3,1,3
Newcastle,Bradford,29,8,3,0,2,3,2,0,2,0
Leeds,Chelsea,23,14,3,1,1,0,3,2,0,1
Liverpool,Coventry,25,15,2,3,0,3,0,2,3,0
Watford,Everton,44,18,1,1,3,3,2,0,2,4
Chelsea,Leeds,14,23,2,3,0,1,1,3,1,0
Coventry,Liverpool,15,25,2,0,3,0,3,2,0,3
West Ham,Man United,46,27,3,1,1,0,2,3,1,7
Bradford,Newcastle,8,29,0,2,3,2,0,3,0,2
Sunderland,Southampton,40,38,1,3,1,2,2,1,2,1
Southampton,Sunderland,38,40,1,2,2,1,3,1,1,2
Everton,Watford,18,44,0,2,3,3,1,1,4,2
Man United,West Ham,27,46,3,2,0,1,1,3,7,1
Arsenal,Wimbledon,0,48,3,1,1,3,1,1,3,1
Leicester,Derby,24,17,2,1,2,3,1,1,0,3
Derby,Leicester,17,24,1,1,3,2,1,2,3,0
Tottenham,Middlesbrough,43,28,2,2,1,0,3,2,2,3
Middlesbrough,Tottenham,28,43,2,3,0,1,2,2,3,2
Sheffield Weds,Aston Villa,37,1,1,1,3,1,2,2,0,1
Aston Villa,Sheffield Weds,1,37,2,2,1,3,1,1,1,0
Southampton,Bradford,38,8,1,1,3,4,1,0,2,1
Watford,Derby,44,17,1,1,3,3,0,2,0,0
Leicester,Everton,24,18,2,0,3,3,1,1,1,1
Everton,Leicester,18,24,1,1,3,3,0,2,1,1
Bradford,Southampton,8,38,0,1,4,3,1,1,1,2
Wimbledon,Sunderland,48,40,1,0,4,1,2,2,1,2
Derby,Watford,17,44,2,0,3,3,1,1,0,0
Sunderland,Wimbledon,40,48,2,2,1,4,0,1,2,1
Leeds,Aston Villa,23,1,3,0,2,1,1,3,0,1
Aston Villa,Leeds,1,23,3,1,1,2,0,3,1,0
Tottenham,Liverpool,43,25,1,2,2,0,2,3,0,2
Liverpool,Tottenham,25,43,3,2,0,2,2,1,2,0
Middlesbrough,Man United,28,27,3,2,0,0,1,4,3,4
Man United,Middlesbrough,27,28,4,1,0,0,2,3,4,3
Coventry,Chelsea,15,14,2,0,3,0,3,2,1,2
Chelsea,Coventry,14,15,2,3,0,3,0,2,2,1
West Ham,Newcastle,46,29,2,1,2,2,0,3,2,1
Wimbledon,Sheffield Weds,48,37,1,0,4,3,1,1,0,2
Newcastle,West Ham,29,46,3,0,2,2,1,2,1,2
Sheffield Weds,Wimbledon,37,48,1,1,3,4,0,1,2,0
Tottenham,Aston Villa,43,1,1,1,3,1,1,3,2,4
Everton,Bradford,18,8,1,1,3,5,0,0,4,0
Sheffield Weds,Chelsea,37,14,2,0,3,0,3,2,1,0
Middlesbrough,Coventry,28,15,3,1,1,3,0,2,1,2
West Ham,Derby,46,17,2,1,2,3,1,1,2,1
Bradford,Everton,8,18,0,0,5,3,1,1,0,4
Newcastle,Leicester,29,24,3,0,2,3,1,1,0,2
Sunderland,Man United,40,27,3,2,0,0,0,5,0,4
Coventry,Middlesbrough,15,28,2,0,3,1,1,3,2,1
Leicester,Newcastle,24,29,1,1,3,2,0,3,2,0
Chelsea,Sheffield Weds,14,37,2,3,0,3,0,2,0,1
Watford,Southampton,44,38,1,2,2,2,1,2,0,2
Man United,Sunderland,27,40,5,0,0,0,2,3,4,0
Aston Villa,Tottenham,1,43,3,1,1,3,1,1,4,2
Southampton,Watford,38,44,2,1,2,2,2,1,2,0
Derby,West Ham,17,46,1,1,3,2,1,2,1,2
Leeds,Arsenal,23,0,2,0,3,1,1,3,0,4
Arsenal,Leeds,0,23,3,1,1,3,0,2,4,0
Wimbledon,Liverpool,48,25,0,0,5,0,1,4,1,2
Liverpool,Wimbledon,25,48,4,1,0,5,0,0,2,1
Tottenham,Leicester,43,24,0,1,4,2,1,2,1,0
Leicester,Tottenham,24,43,2,1,2,4,1,0,0,1
Derby,Bradford,17,8,1,1,3,5,0,0,4,4
Bradford,Derby,8,17,0,0,5,3,1,1,4,4
Liverpool,Everton,25,18,5,0,0,2,1,2,0,0
Everton,Liverpool,18,25,2,1,2,0,0,5,0,0
Leicester,Aston Villa,24,1,2,1,2,1,0,4,2,2
Middlesbrough,Chelsea,28,14,2,1,2,1,2,2,1,1
West Ham,Coventry,46,15,3,1,1,3,0,2,5,0
Aston Villa,Leicester,1,24,4,0,1,2,1,2,2,2
Southampton,Man United,38,27,3,1,1,0,0,5,1,3
Chelsea,Middlesbrough,14,28,2,2,1,2,1,2,1,1
Sunderland,Sheffield Weds,40,37,3,1,1,3,0,2,2,0
Man United,Southampton,27,38,5,0,0,1,1,3,3,1
Sheffield Weds,Sunderland,37,40,2,0,3,1,1,3,0,2
Wimbledon,Tottenham,48,43,0,0,5,3,1,1,0,2
Coventry,West Ham,15,46,2,0,3,1,1,3,0,5
Tottenham,Wimbledon,43,48,1,1,3,5,0,0,2,0
Watford,Arsenal,44,0,1,2,2,1,0,4,2,3
Newcastle,Leeds,29,23,2,0,3,4,0,1,2,2
Leeds,Newcastle,23,29,1,0,4,3,0,2,2,2
Arsenal,Watford,0,44,4,0,1,2,2,1,3,2
Sunderland,Bradford,40,8,4,0,1,4,1,0,0,1
Man United,Chelsea,27,14,5,0,0,1,2,2,3,2
Southampton,Derby,38,17,2,1,2,2,2,1,0,2
Chelsea,Man United,14,27,2,2,1,0,0,5,2,3
Derby,Southampton,17,38,1,2,2,2,1,2,2,0
Bradford,Sunderland,8,40,0,1,4,1,0,4,1,0
Everton,Arsenal,18,0,2,2,1,0,0,5,0,1
Sunderland,Aston Villa,40,1,3,0,2,0,1,4,1,1
Liverpool,Chelsea,25,14,4,1,0,2,1,2,0,2
Newcastle,Coventry,29,15,1,1,3,4,0,1,2,0
Tottenham,Derby,43,17,2,0,3,1,2,2,1,1
Arsenal,Everton,0,18,5,0,0,1,2,2,1,0
Southampton,Leicester,38,24,2,0,3,2,2,1,1,2
Chelsea,Liverpool,14,25,2,1,2,0,1,4,2,0
Watford,Man United,44,27,0,2,3,0,0,5,2,3
West Ham,Middlesbrough,46,28,4,0,1,2,1,2,0,1
Coventry,Newcastle,15,29,1,0,4,3,1,1,0,2
Leicester,Southampton,24,38,1,2,2,3,0,2,2,1
Aston Villa,Sunderland,1,40,4,1,0,2,0,3,1,1
Derby,Tottenham,17,43,2,2,1,3,0,2,1,1
Man United,Watford,27,44,5,0,0,3,2,0,3,2
Middlesbrough,West Ham,28,46,2,1,2,1,0,4,1,0
Wimbledon,Bradford,48,8,0,0,5,3,1,1,0,3
Sheffield Weds,Leeds,37,23,2,0,3,4,1,0,0,3
Leeds,Sheffield Weds,23,37,0,1,4,3,0,2,3,0
Bradford,Wimbledon,8,48,1,1,3,5,0,0,3,0
West Ham,Arsenal,46,0,3,0,2,0,0,5,1,2
Newcastle,Middlesbrough,29,28,2,1,2,2,1,2,2,2
Middlesbrough,Newcastle,28,29,2,1,2,2,1,2,2,2
Arsenal,West Ham,0,46,5,0,0,2,0,3,2,1
Watford,Leeds,44,23,0,1,4,3,1,1,1,3
Liverpool,Leicester,25,24,3,1,1,1,2,2,0,2
Leicester,Liverpool,24,25,2,2,1,1,1,3,2,0
Leeds,Watford,23,44,1,1,3,4,1,0,3,1
Chelsea,Arsenal,14,0,2,1,2,0,0,5,1,2
Wimbledon,Aston Villa,48,1,0,0,5,0,2,3,2,2
Leicester,Bradford,24,8,3,1,1,2,1,2,3,0
Arsenal,Chelsea,0,14,5,0,0,2,1,2,2,1
Sheffield Weds,Coventry,37,15,2,0,3,4,0,1,1,4
Newcastle,Derby,29,17,1,2,2,1,3,1,0,0
Bradford,Leicester,8,24,2,1,2,1,1,3,0,3
Tottenham,Man United,43,27,2,1,2,0,0,5,1,3
Watford,Middlesbrough,44,28,0,1,4,2,2,1,1,1
Derby,Newcastle,17,29,1,3,1,2,2,1,0,0
Coventry,Sheffield Weds,15,37,1,0,4,3,0,2,4,1
West Ham,Sunderland,46,40,3,0,2,2,1,2,0,1
Man United,Tottenham,27,43,5,0,0,2,1,2,3,1
Middlesbrough,Watford,28,44,1,2,2,4,1,0,1,1
Sunderland,West Ham,40,46,2,1,2,2,0,3,1,0
Aston Villa,Wimbledon,1,48,3,2,0,5,0,0,2,2
Southampton,Liverpool,38,25,2,0,3,2,1,2,0,0
Liverpool,Southampton,25,38,2,1,2,3,0,2,0,0
Leeds,Everton,23,18,2,1,2,1,2,2,1,1
Everton,Leeds,18,23,2,2,1,2,1,2,1,1
Sheffield Weds,Arsenal,37,0,2,0,3,0,0,5,3,3
Arsenal,Sheffield Weds,0,37,5,0,0,3,0,2,3,3
Newcastle,Arsenal,29,0,1,3,1,0,1,4,4,2
Man United,Aston Villa,27,1,5,0,0,0,3,2,1,0
Liverpool,Bradford,25,8,1,2,2,2,1,2,0,1
Derby,Chelsea,17,14,1,3,1,3,1,1,0,4
Watford,Coventry,44,15,0,1,4,3,0,2,1,0
Chelsea,Derby,14,17,1,1,3,1,3,1,4,0
Middlesbrough,Everton,28,18,1,3,1,1,3,1,2,0
West Ham,Leeds,46,23,2,0,3,1,2,2,0,0
Sheffield Weds,Leicester,37,24,1,1,3,1,1,3,4,0
Bradford,Liverpool,8,25,2,1,2,2,2,1,1,0
Aston Villa,Man United,1,27,2,3,0,0,0,5,0,1
Everton,Middlesbrough,18,28,1,3,1,1,3,1,0,2
Arsenal,Newcastle,0,29,4,1,0,1,3,1,2,4
Leicester,Sheffield Weds,24,37,3,1,1,3,1,1,0,4
Wimbledon,Southampton,48,38,0,1,4,3,1,1,0,2
Tottenham,Sunderland,43,40,2,1,2,2,1,2,3,1
Sunderland,Tottenham,40,43,2,1,2,2,1,2,1,3
Coventry,Watford,15,44,2,0,3,4,1,0,0,1
Leeds,West Ham,23,46,2,2,1,3,0,2,0,0
Southampton,Wimbledon,38,48,1,1,3,4,1,0,2,0
Sunderland,Arsenal,40,0,0,0,0,0,0,0,1,0
Leicester,Aston Villa,24,1,0,0,0,0,0,0,0,0
Liverpool,Bradford,25,8,0,0,0,0,0,0,1,0
Man City,Charlton,26,13,0,0,0,0,0,0,0,4
West Ham,Chelsea,46,14,0,0,0,0,0,0,2,4
Middlesbrough,Coventry,28,15,0,0,0,0,0,0,3,1
Southampton,Derby,38,17,0,0,0,0,0,0,2,2
Leeds,Everton,23,18,0,0,0,0,0,0,2,0
Tottenham,Ipswich,43,22,0,0,0,0,0,0,3,1
Everton,Leeds,18,23,0,0,0,0,0,0,0,2
Aston Villa,Leicester,1,24,0,0,0,0,0,0,0,0
Bradford,Liverpool,8,25,0,0,0,0,0,0,0,1
Charlton,Man City,13,26,0,0,0,0,0,0,4,0
Coventry,Middlesbrough,15,28,0,0,0,0,0,0,1,3
Derby,Southampton,17,38,0,0,0,0,0,0,2,2
Arsenal,Sunderland,0,40,0,0,0,0,0,0,0,1
Ipswich,Tottenham,22,43,0,0,0,0,0,0,1,3
Chelsea,West Ham,14,46,0,0,0,0,0,0,4,2
Newcastle,Man United,29,27,0,0,0,0,0,0,0,2
Man United,Newcastle,27,29,0,0,0,0,0,0,2,0
Liverpool,Arsenal,25,0,1,0,0,1,0,0,0,2
Arsenal,Liverpool,0,25,0,0,1,0,0,1,2,0
Chelsea,Bradford,14,8,1,0,0,1,0,0,0,2
Bradford,Chelsea,8,14,0,0,1,0,0,1,2,0
Man United,Ipswich,27,22,1,0,0,1,0,0,1,1
Ipswich,Man United,22,27,0,0,1,0,0,1,1,1
Tottenham,Middlesbrough,43,28,1,0,0,0,0,1,1,1
Middlesbrough,Tottenham,28,43,1,0,0,0,0,1,1,1
Everton,Charlton,18,13,0,0,1,0,0,1,3,0
Southampton,Coventry,38,15,0,1,0,1,0,0,1,2
Newcastle,Derby,29,17,0,0,1,0,1,0,3,2
Charlton,Everton,13,18,1,0,0,1,0,0,0,3
West Ham,Leicester,46,24,0,0,1,0,1,0,0,1
Sunderland,Man City,40,26,1,0,0,1,0,0,2,4
Derby,Newcastle,17,29,0,1,0,1,0,0,2,3
Coventry,Southampton,15,38,0,0,1,0,1,0,2,1
Man City,Sunderland,26,40,0,0,1,0,0,1,4,2
Leicester,West Ham,24,46,0,1,0,1,0,0,1,0
Charlton,Arsenal,13,0,1,0,1,1,0,1,3,5
Leicester,Bradford,24,8,1,1,0,1,0,1,0,0
Arsenal,Charlton,0,13,1,0,1,1,0,1,5,3
Man City,Coventry,26,15,1,0,1,1,0,1,1,2
Everton,Derby,18,17,1,0,1,1,1,0,2,2
Derby,Everton,17,18,0,1,1,1,0,1,2,2
Sunderland,Ipswich,40,22,1,0,1,1,1,0,0,1
Middlesbrough,Leeds,28,23,1,1,0,0,0,1,1,2
Bradford,Leicester,8,24,1,0,1,0,1,1,0,0
Southampton,Liverpool,38,25,0,1,1,1,0,1,3,3
Coventry,Man City,15,26,1,0,1,1,0,1,2,1
West Ham,Man United,46,27,0,0,2,0,1,1,2,2
Leeds,Middlesbrough,23,28,1,0,0,0,1,1,2,1
Tottenham,Newcastle,43,29,1,1,0,1,0,1,0,2
Liverpool,Southampton,25,38,1,0,1,1,1,0,3,3
Ipswich,Sunderland,22,40,0,1,1,1,0,1,1,0
Newcastle,Tottenham,29,43,1,0,1,0,1,1,2,0
Man United,West Ham,27,46,1,1,0,2,0,0,2,2
Chelsea,Aston Villa,14,1,1,0,1,0,1,0,1,1
Aston Villa,Chelsea,1,14,0,1,0,1,0,1,1,1
Man United,Bradford,27,8,1,2,0,1,1,1,6,0
Tottenham,Everton,43,18,1,1,1,1,1,1,3,2
Man City,Leeds,26,23,1,0,2,0,0,2,2,1
Leeds,Man City,23,26,2,0,0,2,0,1,1,2
Bradford,Man United,8,27,1,1,1,0,2,1,0,6
